Year,Diseases Name,State,Deaths,Age-adjusted Death Rate
2005,Heart disease,Chandigarh,17765,211.7
2004,Heart disease,Chandigarh,17607,215.2
2003,Heart disease,Chandigarh,18674,233.3
2002,Heart disease,Chandigarh,18524,237.6
2001,Heart disease,Chandigarh,18792,246.1
2000,Heart disease,Chandigarh,19723,264.5
1999,Heart disease,Chandigarh,19191,260.9
2016,Heart disease,Lakshadweep,27410,185.1
2015,Heart disease,Lakshadweep,28069,191.7
2014,Heart disease,Lakshadweep,27000,186.4
2013,Heart disease,Lakshadweep,26878,187.9
2012,Heart disease,Lakshadweep,26426,187.7
2011,Heart disease,Lakshadweep,26298,190
2010,Heart disease,Lakshadweep,26164,192.4
2009,Heart disease,Lakshadweep,25453,190
2008,Heart disease,Lakshadweep,27324,206.9
2007,Heart disease,Lakshadweep,26757,205.7
2006,Heart disease,Lakshadweep,27886,218.5
2005,Heart disease,Lakshadweep,29003,231.9
2004,Heart disease,Lakshadweep,29078,235.8
2003,Heart disease,Lakshadweep,30667,251.2
2002,Heart disease,Lakshadweep,31388,261.2
2001,Heart disease,Lakshadweep,32453,273.5
2000,Heart disease,Lakshadweep,32722,279.2
1999,Heart disease,Lakshadweep,33192,285.7
2016,Heart disease,Goa,10209,228.2
2015,Heart disease,Goa,10310,234
2014,Heart disease,Goa,9868,228.1
2013,Heart disease,Goa,9721,228.5
2012,Heart disease,Goa,9198,220.4
2011,Heart disease,Goa,9399,228.8
2010,Heart disease,Goa,9426,235.2
2009,Heart disease,Goa,9202,232.6
2008,Heart disease,Goa,9767,252
2007,Heart disease,Goa,9602,251.1
2006,Heart disease,Goa,9798,260.1
2005,Heart disease,Goa,10043,272.4
2004,Heart disease,Goa,10335,283.2
2003,Heart disease,Goa,11061,304.9
2002,Heart disease,Goa,11230,311.3
2001,Heart disease,Goa,10840,301.6
2000,Heart disease,Goa,11297,315
1999,Heart disease,Goa,11263,316.1
2016,Influenza and pneumonia,Andhra Pradesh,987,17.1
2015,Influenza and pneumonia,Andhra Pradesh,1097,19.5
2014,Influenza and pneumonia,Andhra Pradesh,1031,18.8
2013,Influenza and pneumonia,Andhra Pradesh,1035,19.2
2012,Influenza and pneumonia,Andhra Pradesh,942,17.9
2011,Influenza and pneumonia,Andhra Pradesh,951,18.6
2010,Influenza and pneumonia,Andhra Pradesh,942,18.7
2009,Influenza and pneumonia,Andhra Pradesh,952,19.2
2008,Influenza and pneumonia,Andhra Pradesh,912,18.7
2007,Influenza and pneumonia,Andhra Pradesh,898,18.8
2006,Influenza and pneumonia,Andhra Pradesh,918,19.5
2005,Influenza and pneumonia,Andhra Pradesh,1011,22
2004,Influenza and pneumonia,Andhra Pradesh,994,22.1
2003,Influenza and pneumonia,Andhra Pradesh,1157,25.9
2002,Influenza and pneumonia,Andhra Pradesh,1218,27.4
2001,Influenza and pneumonia,Andhra Pradesh,1105,24.9
2000,Influenza and pneumonia,Andhra Pradesh,1138,25.7
1999,Influenza and pneumonia,Andhra Pradesh,1228,28.2
2016,Influenza and pneumonia,Arunachal Pradesh,61,12.5
2015,Influenza and pneumonia,Arunachal Pradesh,41,8.4
2014,Influenza and pneumonia,Arunachal Pradesh,68,14.1
2013,Influenza and pneumonia,Arunachal Pradesh,66,14.1
2012,Influenza and pneumonia,Arunachal Pradesh,52,10
2011,Influenza and pneumonia,Arunachal Pradesh,58,12.6
2010,Influenza and pneumonia,Arunachal Pradesh,64,15.8
2009,Influenza and pneumonia,Arunachal Pradesh,51,12.5
2008,Influenza and pneumonia,Arunachal Pradesh,51,13.2
2007,Influenza and pneumonia,Arunachal Pradesh,48,13.7
2006,Influenza and pneumonia,Arunachal Pradesh,49,14
2005,Influenza and pneumonia,Arunachal Pradesh,44,12.7
2004,Influenza and pneumonia,Arunachal Pradesh,42,15.1
2003,Influenza and pneumonia,Arunachal Pradesh,60,21.2
2002,Influenza and pneumonia,Arunachal Pradesh,51,19.5
2001,Influenza and pneumonia,Arunachal Pradesh,36,13.1
2000,Influenza and pneumonia,Arunachal Pradesh,45,16
1999,Influenza and pneumonia,Arunachal Pradesh,46,19.6
2016,Influenza and pneumonia,Pondicherry,885,10.4
2015,Influenza and pneumonia,Pondicherry,775,9.5
2014,Influenza and pneumonia,Pondicherry,779,10
2013,Influenza and pneumonia,Pondicherry,776,10.4
2012,Influenza and pneumonia,Pondicherry,683,9.5
2011,Influenza and pneumonia,Pondicherry,690,10
2010,Influenza and pneumonia,Pondicherry,768,11.4
2009,Influenza and pneumonia,Pondicherry,1058,16.2
2008,Influenza and pneumonia,Pondicherry,1068,16.8
2007,Influenza and pneumonia,Pondicherry,905,14.8
2006,Influenza and pneumonia,Pondicherry,1166,19.6
2005,Influenza and pneumonia,Pondicherry,1297,22.6
2004,Influenza and pneumonia,Pondicherry,1111,20.3
2003,Influenza and pneumonia,Pondicherry,1286,24.2
2002,Influenza and pneumonia,Pondicherry,1319,25.6
2001,Influenza and pneumonia,Pondicherry,1133,22.6
2000,Influenza and pneumonia,Pondicherry,1222,25.2
1999,Influenza and pneumonia,Pondicherry,1287,27.2
2016,Influenza and pneumonia,Jharkhand,623,17.1
2015,Influenza and pneumonia,Jharkhand,700,20
2014,Influenza and pneumonia,Jharkhand,710,20.7
2013,Influenza and pneumonia,Jharkhand,794,23.3
2012,Influenza and pneumonia,Jharkhand,734,21.9
2011,Influenza and pneumonia,Jharkhand,727,21.8
2010,Influenza and pneumonia,Jharkhand,647,19.9
2009,Influenza and pneumonia,Jharkhand,705,22.1
2008,Influenza and pneumonia,Jharkhand,846,26.8
2007,Influenza and pneumonia,Jharkhand,734,23.5
2006,Influenza and pneumonia,Jharkhand,772,25.1
2005,Influenza and pneumonia,Jharkhand,886,29.4
2004,Influenza and pneumonia,Jharkhand,759,25.5
2003,Influenza and pneumonia,Jharkhand,921,31.1
2002,Influenza and pneumonia,Jharkhand,776,26.4
2001,Influenza and pneumonia,Jharkhand,735,25.1
2000,Influenza and pneumonia,Jharkhand,798,27.2
1999,Influenza and pneumonia,Jharkhand,741,25.5
2016,Influenza and pneumonia,Karnataka,5981,14
2015,Influenza and pneumonia,Karnataka,6188,14.8
2014,Influenza and pneumonia,Karnataka,5970,14.7
2013,Influenza and pneumonia,Karnataka,6551,16.6
2012,Influenza and pneumonia,Karnataka,5849,15.2
2011,Influenza and pneumonia,Karnataka,6200,16.6
2010,Influenza and pneumonia,Karnataka,5882,16.4
2009,Influenza and pneumonia,Karnataka,6394,18.1
2008,Influenza and pneumonia,Karnataka,6560,19.2
2007,Influenza and pneumonia,Karnataka,6546,19.7
2006,Influenza and pneumonia,Karnataka,7338,22.7
2005,Influenza and pneumonia,Karnataka,7553,23.8
2004,Influenza and pneumonia,Karnataka,7323,23.8
2003,Influenza and pneumonia,Karnataka,8185,27
2002,Influenza and pneumonia,Karnataka,8128,27.5
2001,Influenza and pneumonia,Karnataka,8129,28.1
2000,Influenza and pneumonia,Karnataka,8324,29.5
1999,Influenza and pneumonia,Karnataka,4560,16.5
2016,Influenza and pneumonia,Punjab,533,9.6
2015,Influenza and pneumonia,Punjab,659,12.3
2014,Influenza and pneumonia,Punjab,701,13.3
2013,Influenza and pneumonia,Punjab,606,12
2012,Influenza and pneumonia,Punjab,525,11
2011,Influenza and pneumonia,Punjab,618,13.1
2010,Influenza and pneumonia,Punjab,550,12.3
2009,Influenza and pneumonia,Punjab,658,14.8
2008,Influenza and pneumonia,Punjab,678,15.9
2007,Influenza and pneumonia,Punjab,592,14.5
2006,Influenza and pneumonia,Punjab,614,15.6
2005,Influenza and pneumonia,Punjab,666,17.6
2004,Influenza and pneumonia,Punjab,637,17.5
2003,Influenza and pneumonia,Punjab,810,23
2002,Influenza and pneumonia,Punjab,752,21.9
2001,Influenza and pneumonia,Punjab,650,19.3
2000,Influenza and pneumonia,Punjab,607,18.6
1999,Influenza and pneumonia,Punjab,807,25.3
2016,Influenza and pneumonia,Assam,572,11.7
2015,Influenza and pneumonia,Assam,667,13.6
2014,Influenza and pneumonia,Assam,644,13.3
2013,Influenza and pneumonia,Assam,604,12.2
2012,Influenza and pneumonia,Assam,558,11.8
2011,Influenza and pneumonia,Assam,696,14.6
2010,Influenza and pneumonia,Assam,568,12.1
2009,Influenza and pneumonia,Assam,696,15.4
2008,Influenza and pneumonia,Assam,694,15.1
2007,Influenza and pneumonia,Assam,776,17.2
2006,Influenza and pneumonia,Assam,800,18.2
2005,Influenza and pneumonia,Assam,956,21.9
2004,Influenza and pneumonia,Assam,868,20.3
2003,Influenza and pneumonia,Assam,860,20.5
2002,Influenza and pneumonia,Assam,888,21.5
2001,Influenza and pneumonia,Assam,854,21.1
2000,Influenza and pneumonia,Assam,890,22.5
1999,Influenza and pneumonia,Assam,885,22.7
2016,Influenza and pneumonia,Bihar,132,10.7
2015,Influenza and pneumonia,Bihar,189,16.1
2014,Influenza and pneumonia,Bihar,156,13.8
2013,Influenza and pneumonia,Bihar,150,13.6
2012,Influenza and pneumonia,Bihar,121,11.3
2011,Influenza and pneumonia,Bihar,133,13
2010,Influenza and pneumonia,Bihar,138,13.8
2009,Influenza and pneumonia,Bihar,132,13.5
2008,Influenza and pneumonia,Bihar,135,14.4
2007,Influenza and pneumonia,Bihar,117,12.7
2006,Influenza and pneumonia,Bihar,138,15.6
2005,Influenza and pneumonia,Bihar,162,18.8
2004,Influenza and pneumonia,Bihar,145,17.4
2003,Influenza and pneumonia,Bihar,127,15.8
2002,Influenza and pneumonia,Bihar,168,21.4
2001,Influenza and pneumonia,Bihar,181,23.8
2000,Influenza and pneumonia,Bihar,229,31
1999,Influenza and pneumonia,Bihar,155,21.3
2016,Influenza and pneumonia,Haryana,78,11.5
2015,Influenza and pneumonia,Haryana,104,16.2
2014,Influenza and pneumonia,Haryana,74,11.5
2013,Influenza and pneumonia,Haryana,83,13.2
2012,Influenza and pneumonia,Haryana,76,12.1
2011,Influenza and pneumonia,Haryana,96,15.6
2010,Influenza and pneumonia,Haryana,80,13.5
2009,Influenza and pneumonia,Haryana,73,12.4
2008,Influenza and pneumonia,Haryana,78,13.9
2007,Influenza and pneumonia,Haryana,82,14.3
2006,Influenza and pneumonia,Haryana,76,13.7
2005,Influenza and pneumonia,Haryana,98,17.2
2004,Influenza and pneumonia,Haryana,91,16.5
2003,Influenza and pneumonia,Haryana,87,15.6
2002,Influenza and pneumonia,Haryana,81,14.5
2001,Influenza and pneumonia,Haryana,86,15.3
2000,Influenza and pneumonia,Haryana,111,19.6
1999,Influenza and pneumonia,Haryana,116,20.6
2016,Influenza and pneumonia,Jammmu and Kashmir,2808,9.3
2015,Influenza and pneumonia,Jammmu and Kashmir,2676,8.9
2014,Influenza and pneumonia,Jammmu and Kashmir,2719,9.6
2013,Influenza and pneumonia,Jammmu and Kashmir,2662,9.5
2012,Influenza and pneumonia,Jammmu and Kashmir,2338,8.5
2011,Influenza and pneumonia,Jammmu and Kashmir,2453,9.3
2010,Influenza and pneumonia,Jammmu and Kashmir,2259,8.9
2009,Influenza and pneumonia,Jammmu and Kashmir,2410,9.9
2008,Influenza and pneumonia,Jammmu and Kashmir,2300,9.4
2007,Influenza and pneumonia,Jammmu and Kashmir,2246,9.4
2006,Influenza and pneumonia,Jammmu and Kashmir,2454,10.5
2005,Influenza and pneumonia,Jammmu and Kashmir,2802,12.2
2004,Influenza and pneumonia,Jammmu and Kashmir,3044,13.5
2003,Influenza and pneumonia,Jammmu and Kashmir,2996,13.6
2002,Influenza and pneumonia,Jammmu and Kashmir,3290,15.1
2001,Influenza and pneumonia,Jammmu and Kashmir,3317,15.5
2000,Influenza and pneumonia,Jammmu and Kashmir,3365,16
1999,Influenza and pneumonia,Jammmu and Kashmir,3328,16.1
2016,Influenza and pneumonia,Gujrat,1423,14.3
2015,Influenza and pneumonia,Gujrat,1467,15.5
2014,Influenza and pneumonia,Gujrat,1510,16.2
2013,Influenza and pneumonia,Gujrat,1494,16.8
2012,Influenza and pneumonia,Gujrat,1390,16.4
2011,Influenza and pneumonia,Gujrat,1457,17.5
2010,Influenza and pneumonia,Gujrat,1456,18.3
2009,Influenza and pneumonia,Gujrat,1500,19.2
2008,Influenza and pneumonia,Gujrat,1498,19.8
2007,Influenza and pneumonia,Gujrat,1407,19.4
2006,Influenza and pneumonia,Gujrat,1463,20.8
2005,Influenza and pneumonia,Gujrat,1596,23.5
2004,Influenza and pneumonia,Gujrat,1547,23.8
2003,Influenza and pneumonia,Gujrat,1687,26.3
2002,Influenza and pneumonia,Gujrat,1791,28.5
2001,Influenza and pneumonia,Gujrat,1515,24.4
2000,Influenza and pneumonia,Gujrat,1792,29.4
1999,Influenza and pneumonia,Gujrat,1703,28.3
2016,Influenza and pneumonia,Odisha,507,24.4
2015,Influenza and pneumonia,Odisha,557,27.4
2014,Influenza and pneumonia,Odisha,438,22.6
2013,Influenza and pneumonia,Odisha,457,24.1
2012,Influenza and pneumonia,Odisha,394,20.8
2011,Influenza and pneumonia,Odisha,325,18
2010,Influenza and pneumonia,Odisha,289,17
2009,Influenza and pneumonia,Odisha,291,17.8
2008,Influenza and pneumonia,Odisha,270,17.1
2007,Influenza and pneumonia,Odisha,199,12.7
2006,Influenza and pneumonia,Odisha,257,17.2
2005,Influenza and pneumonia,Odisha,241,16.5
2004,Influenza and pneumonia,Odisha,236,16.9
2003,Influenza and pneumonia,Odisha,237,17.6
2002,Influenza and pneumonia,Odisha,246,18.9
2001,Influenza and pneumonia,Odisha,207,16.4
2000,Influenza and pneumonia,Odisha,221,18.2
1999,Influenza and pneumonia,Odisha,229,19.6
2016,Influenza and pneumonia,Kerala,207,11.3
2015,Influenza and pneumonia,Kerala,218,12.4
2014,Influenza and pneumonia,Kerala,200,11.3
2013,Influenza and pneumonia,Kerala,259,15.1
2012,Influenza and pneumonia,Kerala,189,11.3
2011,Influenza and pneumonia,Kerala,217,13.5
2010,Influenza and pneumonia,Kerala,208,13.5
2009,Influenza and pneumonia,Kerala,207,13.6
2008,Influenza and pneumonia,Kerala,206,14
2007,Influenza and pneumonia,Kerala,228,15.7
2006,Influenza and pneumonia,Kerala,225,16.2
2005,Influenza and pneumonia,Kerala,289,21.5
2004,Influenza and pneumonia,Kerala,219,17
2003,Influenza and pneumonia,Kerala,334,26.4
2002,Influenza and pneumonia,Kerala,265,21.7
2001,Influenza and pneumonia,Kerala,239,19.9
2000,Influenza and pneumonia,Kerala,288,24.6
1999,Influenza and pneumonia,Kerala,289,25.3
2016,Influenza and pneumonia,Madhya Pradesh,2178,14.5
2015,Influenza and pneumonia,Madhya Pradesh,2343,15.7
2014,Influenza and pneumonia,Madhya Pradesh,2485,16.8
2013,Influenza and pneumonia,Madhya Pradesh,2441,16.8
2012,Influenza and pneumonia,Madhya Pradesh,2323,16.3
2011,Influenza and pneumonia,Madhya Pradesh,2424,17.3
2010,Influenza and pneumonia,Madhya Pradesh,2212,16.1
2009,Influenza and pneumonia,Madhya Pradesh,2416,17.8
2008,Influenza and pneumonia,Madhya Pradesh,2672,19.9
2007,Influenza and pneumonia,Madhya Pradesh,2550,19.3
2006,Influenza and pneumonia,Madhya Pradesh,2668,20.6
2005,Influenza and pneumonia,Madhya Pradesh,2949,23
2004,Influenza and pneumonia,Madhya Pradesh,2779,21.9
2003,Influenza and pneumonia,Madhya Pradesh,2875,22.9
2002,Influenza and pneumonia,Madhya Pradesh,2940,23.7
2001,Influenza and pneumonia,Madhya Pradesh,2659,21.6
2000,Influenza and pneumonia,Madhya Pradesh,2917,24
1999,Influenza and pneumonia,Madhya Pradesh,3121,25.9
2016,Influenza and pneumonia,Manipur,962,12.6
2015,Influenza and pneumonia,Manipur,1044,13.9
2014,Influenza and pneumonia,Manipur,1063,14.3
2013,Influenza and pneumonia,Manipur,1132,15.3
2012,Influenza and pneumonia,Manipur,973,13.5
2011,Influenza and pneumonia,Manipur,1031,14.6
2010,Influenza and pneumonia,Manipur,1175,16.9
2009,Influenza and pneumonia,Manipur,1191,17.4
2008,Influenza and pneumonia,Manipur,1318,19.5
2007,Influenza and pneumonia,Manipur,1098,16.5
2006,Influenza and pneumonia,Manipur,1129,17.4
2005,Influenza and pneumonia,Manipur,1317,20.7
2004,Influenza and pneumonia,Manipur,1136,18.2
2003,Influenza and pneumonia,Manipur,1365,22.1
2002,Influenza and pneumonia,Manipur,1360,22.3
2001,Influenza and pneumonia,Manipur,1184,19.7
2000,Influenza and pneumonia,Manipur,1270,21.4
1999,Influenza and pneumonia,Manipur,1362,23.2
2016,Influenza and pneumonia,Nagaland,504,11.6
2015,Influenza and pneumonia,Nagaland,618,14.2
2014,Influenza and pneumonia,Nagaland,582,13.7
2013,Influenza and pneumonia,Nagaland,761,17.8
2012,Influenza and pneumonia,Nagaland,664,15.6
2011,Influenza and pneumonia,Nagaland,660,15.7
2010,Influenza and pneumonia,Nagaland,560,13.7
2009,Influenza and pneumonia,Nagaland,661,16.6
2008,Influenza and pneumonia,Nagaland,829,20.3
2007,Influenza and pneumonia,Nagaland,749,18.5
2006,Influenza and pneumonia,Nagaland,770,19.3
2005,Influenza and pneumonia,Nagaland,896,22.4
2004,Influenza and pneumonia,Nagaland,890,22.7
2003,Influenza and pneumonia,Nagaland,1032,26.3
2002,Influenza and pneumonia,Nagaland,942,24.4
2001,Influenza and pneumonia,Nagaland,877,22.9
2000,Influenza and pneumonia,Nagaland,937,24.8
1999,Influenza and pneumonia,Nagaland,1082,28.4
2016,Influenza and pneumonia,Rajasthan,522,14.4
2015,Influenza and pneumonia,Rajasthan,682,18.9
2014,Influenza and pneumonia,Rajasthan,637,18.2
2013,Influenza and pneumonia,Rajasthan,715,20.2
2012,Influenza and pneumonia,Rajasthan,624,18
2011,Influenza and pneumonia,Rajasthan,647,18.8
2010,Influenza and pneumonia,Rajasthan,550,16.4
2009,Influenza and pneumonia,Rajasthan,594,18
2008,Influenza and pneumonia,Rajasthan,743,22.5
2007,Influenza and pneumonia,Rajasthan,665,20.3
2006,Influenza and pneumonia,Rajasthan,647,20
2005,Influenza and pneumonia,Rajasthan,730,23.1
2004,Influenza and pneumonia,Rajasthan,562,17.9
2003,Influenza and pneumonia,Rajasthan,694,22.3
2002,Influenza and pneumonia,Rajasthan,698,22.7
2001,Influenza and pneumonia,Rajasthan,561,18.4
2000,Influenza and pneumonia,Rajasthan,743,24.2
1999,Influenza and pneumonia,Rajasthan,676,22.2
2016,Influenza and pneumonia,Sikkim,888,17.3
2015,Influenza and pneumonia,Sikkim,967,19.3
2014,Influenza and pneumonia,Sikkim,1017,20.8
2013,Influenza and pneumonia,Sikkim,919,19.1
2012,Influenza and pneumonia,Sikkim,879,18.7
2011,Influenza and pneumonia,Sikkim,961,20.8
2010,Influenza and pneumonia,Sikkim,943,21
2009,Influenza and pneumonia,Sikkim,1018,22.9
2008,Influenza and pneumonia,Sikkim,943,21.6
2007,Influenza and pneumonia,Sikkim,897,21
2006,Influenza and pneumonia,Sikkim,927,22.1
2005,Influenza and pneumonia,Sikkim,1021,24.9
2004,Influenza and pneumonia,Sikkim,965,24.1
2003,Influenza and pneumonia,Sikkim,1033,26.1
2002,Influenza and pneumonia,Sikkim,1236,31.5
2001,Influenza and pneumonia,Sikkim,1114,28.6
2000,Influenza and pneumonia,Sikkim,1157,29.9
1999,Influenza and pneumonia,Sikkim,1198,31.3
2016,Influenza and pneumonia,Tamil Nadu,720,14.3
2015,Influenza and pneumonia,Tamil Nadu,753,15.3
2014,Influenza and pneumonia,Tamil Nadu,854,17.5
2013,Influenza and pneumonia,Tamil Nadu,892,18.6
2012,Influenza and pneumonia,Tamil Nadu,808,17.5
2011,Influenza and pneumonia,Tamil Nadu,851,18.9
2010,Influenza and pneumonia,Tamil Nadu,878,20.2
2009,Influenza and pneumonia,Tamil Nadu,891,20.7
2008,Influenza and pneumonia,Tamil Nadu,894,21
2007,Influenza and pneumonia,Tamil Nadu,870,21.1
2006,Influenza and pneumonia,Tamil Nadu,833,20.6
2005,Influenza and pneumonia,Tamil Nadu,996,24
2004,Influenza and pneumonia,Tamil Nadu,913,22.2
2003,Influenza and pneumonia,Tamil Nadu,915,22.7
2002,Influenza and pneumonia,Tamil Nadu,956,24
2001,Influenza and pneumonia,Tamil Nadu,941,23.7
2000,Influenza and pneumonia,Tamil Nadu,972,24.7
1999,Influenza and pneumonia,Tamil Nadu,1008,26
2016,Influenza and pneumonia,Uttar Pradesh,231,12
2015,Influenza and pneumonia,Uttar Pradesh,333,17.6
2014,Influenza and pneumonia,Uttar Pradesh,258,13.7
2013,Influenza and pneumonia,Uttar Pradesh,258,14
2012,Influenza and pneumonia,Uttar Pradesh,205,11.6
2011,Influenza and pneumonia,Uttar Pradesh,302,16.8
2010,Influenza and pneumonia,Uttar Pradesh,234,13.4
2009,Influenza and pneumonia,Uttar Pradesh,251,14.6
2008,Influenza and pneumonia,Uttar Pradesh,263,15.6
2007,Influenza and pneumonia,Uttar Pradesh,236,14.2
2006,Influenza and pneumonia,Uttar Pradesh,269,16.8
2005,Influenza and pneumonia,Uttar Pradesh,352,22.3
2004,Influenza and pneumonia,Uttar Pradesh,308,20
2003,Influenza and pneumonia,Uttar Pradesh,327,21.4
2002,Influenza and pneumonia,Uttar Pradesh,317,20.9
2001,Influenza and pneumonia,Uttar Pradesh,269,18
2000,Influenza and pneumonia,Uttar Pradesh,336,22.9
1999,Influenza and pneumonia,Uttar Pradesh,287,19.9
2016,Influenza and pneumonia,Delhi,1025,15.1
2015,Influenza and pneumonia,Delhi,1176,17.7
2014,Influenza and pneumonia,Delhi,1019,15.6
2013,Influenza and pneumonia,Delhi,1103,17.2
2012,Influenza and pneumonia,Delhi,986,15.8
2011,Influenza and pneumonia,Delhi,1036,17.1
2010,Influenza and pneumonia,Delhi,925,15.7
2009,Influenza and pneumonia,Delhi,976,16.9
2008,Influenza and pneumonia,Delhi,1008,17.9
2007,Influenza and pneumonia,Delhi,994,18
2006,Influenza and pneumonia,Delhi,1082,20.1
2005,Influenza and pneumonia,Delhi,1194,22.8
2004,Influenza and pneumonia,Delhi,1111,21.9
2003,Influenza and pneumonia,Delhi,1175,23.6
2002,Influenza and pneumonia,Delhi,1121,23.1
2001,Influenza and pneumonia,Delhi,928,19.5
2000,Influenza and pneumonia,Delhi,1116,24
1999,Influenza and pneumonia,Delhi,1140,25.2
2016,Influenza and pneumonia,Maharashtra,1251,14.1
2015,Influenza and pneumonia,Maharashtra,1512,17.1
2014,Influenza and pneumonia,Maharashtra,1370,15.8
2013,Influenza and pneumonia,Maharashtra,1551,18
2012,Influenza and pneumonia,Maharashtra,1356,16.1
2011,Influenza and pneumonia,Maharashtra,1418,16.9
2010,Influenza and pneumonia,Maharashtra,1291,16
2009,Influenza and pneumonia,Maharashtra,1348,17
2008,Influenza and pneumonia,Maharashtra,1598,20.1
2007,Influenza and pneumonia,Maharashtra,1538,19.7
2006,Influenza and pneumonia,Maharashtra,1750,22.8
2005,Influenza and pneumonia,Maharashtra,1935,25.5
2004,Influenza and pneumonia,Maharashtra,1959,26.1
2003,Influenza and pneumonia,Maharashtra,2019,27
2002,Influenza and pneumonia,Maharashtra,2087,28.6
2001,Influenza and pneumonia,Maharashtra,1770,24.4
2000,Influenza and pneumonia,Maharashtra,2078,28.9
1999,Influenza and pneumonia,Maharashtra,1904,26.8
2016,Influenza and pneumonia,West Bengal,1672,13.7
2015,Influenza and pneumonia,West Bengal,1894,15.2
2014,Influenza and pneumonia,West Bengal,1875,15.5
2013,Influenza and pneumonia,West Bengal,1896,15.8
2012,Influenza and pneumonia,West Bengal,1565,13.3
2011,Influenza and pneumonia,West Bengal,1750,15.1
2010,Influenza and pneumonia,West Bengal,1529,13.6
2009,Influenza and pneumonia,West Bengal,1613,14.5
2008,Influenza and pneumonia,West Bengal,1853,16.9
2007,Influenza and pneumonia,West Bengal,1637,15.1
2006,Influenza and pneumonia,West Bengal,1679,15.9
2005,Influenza and pneumonia,West Bengal,1950,18.9
2004,Influenza and pneumonia,West Bengal,1957,19.2
2003,Influenza and pneumonia,West Bengal,1941,19.4
2002,Influenza and pneumonia,West Bengal,2029,20.6
2001,Influenza and pneumonia,West Bengal,2076,21.5
2000,Influenza and pneumonia,West Bengal,2052,21.6
1999,Influenza and pneumonia,West Bengal,2307,24.7
2016,Influenza and pneumonia,Chandigarh,1896,16.5
2015,Influenza and pneumonia,Chandigarh,2115,18.7
2014,Influenza and pneumonia,Chandigarh,1874,17.2
2013,Influenza and pneumonia,Chandigarh,1931,18.3
2012,Influenza and pneumonia,Chandigarh,1899,18.5
2011,Influenza and pneumonia,Chandigarh,1619,16.3
2010,Influenza and pneumonia,Chandigarh,1700,17.7
2009,Influenza and pneumonia,Chandigarh,1752,18.7
2008,Influenza and pneumonia,Chandigarh,1737,19.1
2007,Influenza and pneumonia,Chandigarh,1645,18.7
2006,Influenza and pneumonia,Chandigarh,1705,20.1
2005,Influenza and pneumonia,Chandigarh,1830,22.5
2004,Influenza and pneumonia,Chandigarh,1686,21.3
2003,Influenza and pneumonia,Chandigarh,1990,25.6
2002,Influenza and pneumonia,Chandigarh,1898,25.1
2001,Influenza and pneumonia,Chandigarh,1780,24.1
2000,Influenza and pneumonia,Chandigarh,1945,26.8
1999,Influenza and pneumonia,Chandigarh,1891,26.5
2016,Influenza and pneumonia,Lakshadweep,2187,15
2015,Influenza and pneumonia,Lakshadweep,2445,16.6
2014,Influenza and pneumonia,Lakshadweep,2443,16.9
2013,Influenza and pneumonia,Lakshadweep,2374,16.6
2012,Influenza and pneumonia,Lakshadweep,2195,15.5
2011,Influenza and pneumonia,Lakshadweep,2291,16.6
2010,Influenza and pneumonia,Lakshadweep,1975,14.6
2009,Influenza and pneumonia,Lakshadweep,2040,15.4
2008,Influenza and pneumonia,Lakshadweep,2085,15.8
2007,Influenza and pneumonia,Lakshadweep,1743,13.4
2006,Influenza and pneumonia,Lakshadweep,1947,15.3
2005,Influenza and pneumonia,Lakshadweep,2416,19.4
2004,Influenza and pneumonia,Lakshadweep,2204,17.9
2003,Influenza and pneumonia,Lakshadweep,2330,19.1
2002,Influenza and pneumonia,Lakshadweep,2487,20.8
2001,Influenza and pneumonia,Lakshadweep,2401,20.3
2000,Influenza and pneumonia,Lakshadweep,2533,21.7
1999,Influenza and pneumonia,Lakshadweep,2641,22.9
2016,Influenza and pneumonia,Goa,546,12.4
2015,Influenza and pneumonia,Goa,717,16.5
2014,Influenza and pneumonia,Goa,723,16.8
2013,Influenza and pneumonia,Goa,759,18
2012,Influenza and pneumonia,Goa,573,13.8
2011,Influenza and pneumonia,Goa,863,21.1
2010,Influenza and pneumonia,Goa,778,19.7
2009,Influenza and pneumonia,Goa,879,22.6
2008,Influenza and pneumonia,Goa,938,24.3
2007,Influenza and pneumonia,Goa,801,21.2
2006,Influenza and pneumonia,Goa,879,23.6
2005,Influenza and pneumonia,Goa,948,26.1
2004,Influenza and pneumonia,Goa,810,22.5
2003,Influenza and pneumonia,Goa,949,26.4
2002,Influenza and pneumonia,Goa,914,25.5
2001,Influenza and pneumonia,Goa,913,25.5
2000,Influenza and pneumonia,Goa,885,24.6
1999,Influenza and pneumonia,Goa,1007,28.1
2016,Kidney disease,Andhra Pradesh,1012,17.4
2015,Kidney disease,Andhra Pradesh,1040,18.4
2014,Kidney disease,Andhra Pradesh,1011,18.2
2013,Kidney disease,Andhra Pradesh,1057,19.3
2012,Kidney disease,Andhra Pradesh,1035,19.4
2011,Kidney disease,Andhra Pradesh,1047,20
2010,Kidney disease,Andhra Pradesh,1184,23.1
2009,Kidney disease,Andhra Pradesh,1180,23.4
2008,Kidney disease,Andhra Pradesh,1107,22.3
2007,Kidney disease,Andhra Pradesh,1051,21.3
2006,Kidney disease,Andhra Pradesh,1104,23
2005,Kidney disease,Andhra Pradesh,1036,22.1
